song_name,window_start,window_end,actual_bpm,pred_bpm
Need Your Love -SF_Dubstep Mix-,112.22460379527462,115.10131612404174,146.0,157.9
Need Your Love -SF_Dubstep Mix-,115.51063119253493,116.5380284528089,146.0,157.89
Need Your Love -SF_Dubstep Mix-,116.94734352130209,118.38569968568565,146.0,157.89
Need Your Love -SF_Dubstep Mix-,118.79501475417884,121.67172708294596,146.0,157.89
Need Your Love -SF_Dubstep Mix-,122.08104215143915,123.10843941171312,146.0,157.89
Need Your Love -SF_Dubstep Mix-,123.5177544802063,130.274,146.0,157.89
No Beginning,0.0,40.0,177.0,176.47
No Beginning,40.0,80.0,177.0,176.5
No Beginning,80.0,120.0,177.0,176.5
No Beginning,120.0,139.6609375,177.0,176.47
Pain Game,0.0,39.42857142857142,140.0,142.86
Pain Game,39.42857142857142,40.57165714285714,87.5,142.86
Pain Game,40.57165714285714,42.00008571428571,140.0,142.86
Pain Game,48.976659443375546,50.26237372908983,140.0,142.86
Pain Game,50.548088014804115,53.548088014804115,140.0,142.86
Pain Game,63.0581632775729,66.70102042043004,140.0,142.86
Pain Game,74.04787871125038,75.19073585410752,210.0,142.86
