dimension,correlation,abs_correlation,p_value
731,0.9643578917659692,0.9643578917659692,2.7192952067590594e-105
899,0.9642617448620909,0.9642617448620909,3.4459427305575576e-105
953,0.963731364556057,0.963731364556057,1.257931253600835e-104
690,-0.9635403619517477,0.9635403619517477,1.9958269677282963e-104
1091,-0.9632915217730749,0.9632915217730749,3.6282148496910644e-104
102,0.9629628563180153,0.9629628563180153,7.939550051199828e-104
389,-0.9621612149473939,0.9621612149473939,5.207140803097073e-103
523,0.9620111938741813,0.9620111938741813,7.370494324146759e-103
1016,0.9616777695253167,0.9616777695253167,1.5874635923348335e-102
283,-0.9615953453438852,0.9615953453438852,1.9169841064597415e-102
217,0.9614415446034204,0.9614415446034204,2.722640690171367e-102
542,-0.9610468389972987,0.9610468389972987,6.655940326862942e-102
607,-0.9609019844587107,0.9609019844587107,9.218869766037635e-102
557,0.9604767876572503,0.9604767876572503,2.3815870815745176e-101
714,-0.9603792074059471,0.9603792074059471,2.9568071008824153e-101
1248,-0.9602930600978957,0.9602930600978957,3.5774624366062455e-101
849,-0.960262313168323,0.960262313168323,3.828828012027212e-101
1152,-0.960100379450217,0.960100379450217,5.470166150427018e-101
333,-0.9594821885858273,0.9594821885858273,2.1068161593298028e-100
359,0.9589000079101803,0.9589000079101803,7.359653859249727e-100
1105,0.9587486449158024,0.9587486449158024,1.0157963848946705e-99
40,-0.9586470867593783,0.9586470867593783,1.2601231046613916e-99
922,0.9584138006766929,0.9584138006766929,2.0632262571896773e-99
435,0.9583754188134478,0.9583754188134478,2.2369695343796256e-99
357,-0.9583751757051384,0.9583751757051384,2.2381148502964546e-99
978,-0.9582795608492569,0.9582795608492569,2.736594019139893e-99
155,-0.9573848961458098,0.9573848961458098,1.7561556258683647e-98
824,0.9573797558977492,0.9573797558977492,1.774808013111683e-98
893,-0.9573520519471441,0.9573520519471441,1.8787597526724387e-98
216,0.957222900083447,0.957222900083447,2.4484741464878827e-98
1241,0.95709408926529,0.95709408926529,3.186126269969278e-98
1088,0.9567540936521578,0.9567540936521578,6.36000433632852e-98
439,-0.956748670243484,0.956748670243484,6.430227791282953e-98
2,0.9566863264547658,0.9566863264547658,7.294625861410154e-98
1006,0.9565177699416807,0.9565177699416807,1.024938670588391e-97
974,-0.9560666514266181,0.9560666514266181,2.5299999484579605e-97
1120,-0.9555600389670447,0.9555600389670447,6.901327640197088e-97
287,0.9554398898837886,0.9554398898837886,8.740672366014159e-97
129,0.9553463458090826,0.9553463458090826,1.0501212543462571e-96
985,-0.9552077285893661,0.9552077285893661,1.3772740934282746e-96
1273,0.95471100009384,0.95471100009384,3.6144361401883454e-96
1157,-0.9539829818022775,0.9539829818022775,1.4579497964976561e-95
247,-0.9524030375993643,0.9524030375993643,2.787086615158241e-94
580,-0.9521782066148504,0.9521782066148504,4.2067633017660697e-94
1168,0.9521412194030142,0.9521412194030142,4.5006964667664546e-94
32,-0.9519943243488427,0.9519943243488427,5.882225385956266e-94
649,-0.9515234637496784,0.9515234637496784,1.379642950133713e-93
1201,0.9512041206352019,0.9512041206352019,2.447738519185551e-93
358,0.9511008834772918,0.9511008834772918,2.943769322950916e-93
795,-0.9507649816346775,0.9507649816346775,5.351243111448898e-93
800,-0.9507234504640496,0.9507234504640496,5.7599605469845295e-93
382,0.9500796384337872,0.9500796384337872,1.78825664108776e-92
1230,0.949490360723318,0.949490360723318,4.978395420377988e-92
1092,0.9494182018732561,0.9494182018732561,5.638621994054278e-92
37,-0.9493495280455515,0.9493495280455515,6.347036668193732e-92
816,0.9492498009907259,0.9492498009907259,7.534998335366942e-92
787,0.949245162284277,0.949245162284277,7.595307490902499e-92
1035,0.9490437628668272,0.9490437628668272,1.0728815140634948e-91
1214,-0.9483341641281321,0.9483341641281321,3.5831543948371524e-91
672,-0.9476485151737994,0.9476485151737994,1.1306568780669008e-90
484,0.9472114094374101,0.9472114094374101,2.3334286210336826e-90
829,0.9469987290930603,0.9469987290930603,3.312314783712219e-90
202,0.9469814973246902,0.9469814973246902,3.407458257308406e-90
1194,-0.9467070958320208,0.9467070958320208,5.342308981096152e-90
588,-0.9459977696567679,0.9459977696567679,1.689747121153421e-89
154,-0.945777870226619,0.945777870226619,2.407050718961152e-89
772,-0.9452823708152357,0.9452823708152357,5.313714043074275e-89
351,0.9451953675723023,0.9451953675723023,6.101743462932737e-89
29,-0.9450149624067944,0.9450149624067944,8.122136032443044e-89
481,-0.9445790657798242,0.9445790657798242,1.614655826131927e-88
815,-0.9444930159171118,0.9444930159171118,1.8480047210722716e-88
758,0.944335212051279,0.944335212051279,2.3657413470684355e-88
1165,0.9440270883721501,0.9440270883721501,3.823921265720875e-88
858,0.9440236910566919,0.9440236910566919,3.844162075319155e-88
505,-0.9439846458110035,0.9439846458110035,4.084528163547369e-88
1056,0.9436710165419677,0.9436710165419677,6.637966471384252e-88
279,-0.943462243471472,0.943462243471472,9.156943884610642e-88
1112,-0.9434308706035422,0.9434308706035422,9.609482966521782e-88
1191,-0.9431658128041135,0.9431658128041135,1.4428397691663368e-87
667,-0.9430569532141158,0.9430569532141158,1.7039967341412074e-87
339,-0.9425257392840685,0.9425257392840685,3.819517219046769e-87
1049,-0.9424399031780228,0.9424399031780228,4.348473917337319e-87
842,0.9423138546988661,0.9423138546988661,5.2589275562706165e-87
1074,0.9418853126171821,0.9418853126171821,1.0004675159811874e-86
1264,0.9413471315771819,0.9413471315771819,2.2283022111649707e-86
1076,-0.941331476866861,0.941331476866861,2.280556338575291e-86
284,0.9409807844485384,0.9409807844485384,3.826742233993359e-86
416,-0.9408826057725302,0.9408826057725302,4.420927713086603e-86
847,-0.94083038490663,0.94083038490663,4.7732168802355494e-86
238,0.9407816094006345,0.9407816094006345,5.127252143465072e-86
262,-0.9401164160757639,0.9401164160757639,1.3522109072798712e-85
612,0.9396850484080286,0.9396850484080286,2.521084487318047e-85
952,0.9394432219011146,0.9394432219011146,3.567652655554482e-85
451,0.9394401891725108,0.9394401891725108,3.583189086974183e-85
255,-0.9393705291784193,0.9393705291784193,3.9590399232628095e-85
805,-0.9392424398467711,0.9392424398467711,4.754579497147323e-85
602,-0.9391746939477994,0.9391746939477994,5.237223669456682e-85
498,0.9391277247425092,0.9391277247425092,5.599952825147622e-85
9,0.9389831546694772,0.9389831546694772,6.879496863164654e-85
353,0.9387815507326212,0.9387815507326212,9.158461664110277e-85
150,-0.9378320930731227,0.9378320930731227,3.4787863297157047e-84
308,-0.9378259289207792,0.9378259289207792,3.5088173775176774e-84
1154,0.9375805764490088,0.9375805764490088,4.936696716892034e-84
585,0.9375563321170652,0.9375563321170652,5.10570233674698e-84
1125,-0.9375389308094106,0.9375389308094106,5.230517480290043e-84
483,-0.9369909234290349,0.9369909234290349,1.1151579410070997e-83
237,-0.9368636161854079,0.9368636161854079,1.3282952262748357e-83
1207,0.9368098191181501,0.9368098191181501,1.4300301674720618e-83
375,-0.9355880360296831,0.9355880360296831,7.511796899375637e-83
241,-0.9355023201605783,0.9355023201605783,8.428544618358176e-83
1048,0.9353037579733712,0.9353037579733712,1.0998538653436532e-82
407,0.9350322334210022,0.9350322334210022,1.5805043000202753e-82
501,-0.9349031312359981,0.9349031312359981,1.876830257741913e-82
157,-0.9344153996246403,0.9344153996246403,3.580872186980634e-82
55,0.9339362277894305,0.9339362277894305,6.722530551418129e-82
293,0.9336802907115203,0.9336802907115203,9.392874018295376e-82
242,0.9334684266934787,0.9334684266934787,1.2376858785776387e-81
1000,-0.93336484502173,0.93336484502173,1.4159355318682242e-81
905,-0.9332826154316067,0.9332826154316067,1.575303755386477e-81
1196,0.933249404303697,0.933249404303697,1.6445827607419884e-81
1162,-0.932950964480066,0.932950964480066,2.4187356765693688e-81
794,0.9319365213710665,0.9319365213710665,8.857967668866752e-81
1234,0.9316775358569686,0.9316775358569686,1.2298773159728704e-80
888,0.9314541088252961,0.9314541088252961,1.6306889203381784e-80
486,0.9313985926047702,0.9313985926047702,1.7488295907396058e-80
437,0.930714124039802,0.930714124039802,4.1226957851525176e-80
1104,0.9301251415152326,0.9301251415152326,8.562803344219275e-80
8,0.9300382225892724,0.9300382225892724,9.532921875134208e-80
492,0.9296218811190272,0.9296218811190272,1.5909544493576086e-79
914,0.9295607518451305,0.9295607518451305,1.7147514999935342e-79
923,-0.9287364110033868,0.9287364110033868,4.6796567612809874e-79
511,-0.9283931104147387,0.9283931104147387,7.083543861286238e-79
634,0.9283073943296829,0.9283073943296829,7.853488984865103e-79
264,0.9280450972209289,0.9280450972209289,1.0760824468283453e-78
499,-0.9276501717037297,0.9276501717037297,1.7251117601357805e-78
543,0.9274699330525583,0.9274699330525583,2.1378506276262601e-78
562,-0.9273955896056659,0.9273955896056659,2.3352492482028387e-78
201,-0.9272292042393204,0.9272292042393204,2.8446471434311555e-78
16,0.9271291796085388,0.9271291796085388,3.202190217810385e-78
1240,0.9270708931602626,0.9270708931602626,3.430647240619188e-78
299,0.9265983689506893,0.9265983689506893,5.985405478270629e-78
864,-0.9261479895492615,0.9261479895492615,1.0138676590611254e-77
987,0.9257162024124553,0.9257162024124553,1.6751770980149365e-77
14,0.9256716177748987,0.9256716177748987,1.7640203119665915e-77
683,0.9254717327197788,0.9254717327197788,2.223049319026073e-77
91,-0.9252382044309563,0.9252382044309563,2.9103575536890012e-77
1010,-0.9251407179770501,0.9251407179770501,3.2559249263776442e-77
591,-0.9248155412934854,0.9248155412934854,4.728633719329141e-77
369,0.9242827833260515,0.9242827833260515,8.683209278101239e-77
319,0.9239153507042022,0.9239153507042022,1.317022137959871e-76
1279,-0.9238110320043867,0.9238110320043867,1.4818035403223908e-76
354,0.9235882084968989,0.9235882084968989,1.905038800469509e-76
920,0.9231629736493215,0.9231629736493215,3.0705604696217177e-76
907,0.9231260264091853,0.9231260264091853,3.200176818113415e-76
1244,0.9229357674360221,0.9229357674360221,3.95819739219411e-76
344,-0.9227679396680813,0.9227679396680813,4.7724253070166145e-76
90,0.9226547818586198,0.9226547818586198,5.412682014618234e-76
1171,0.9224702330533001,0.9224702330533001,6.643555022284862e-76
1103,0.9223614139495174,0.9223614139495174,7.494951547719759e-76
461,0.9222820755154264,0.9222820755154264,8.182793213819366e-76
709,-0.9221060055592806,0.9221060055592806,9.93989913320006e-76
725,0.9217254345522181,0.9217254345522181,1.5111442364611528e-75
153,-0.9210556027003758,0.9210556027003758,3.142497929086583e-75
1129,-0.9209731272700509,0.9209731272700509,3.437409786644104e-75
1005,0.9208136265691862,0.9208136265691862,4.087421134023766e-75
164,0.9208123738686018,0.9208123738686018,4.0929789817444797e-75
158,0.9207973037332889,0.9207973037332889,4.160428514293857e-75
314,-0.9207094600993381,0.9207094600993381,4.57601445450771e-75
780,-0.9205912482108879,0.9205912482108879,5.200631783677134e-75
506,0.9202335156132003,0.9202335156132003,7.650564840287296e-75
233,0.9201531985578556,0.9201531985578556,8.34109477516264e-75
759,-0.9199233057970859,0.9199233057970859,1.067645340929223e-74
1126,0.9198253381970676,0.9198253381970676,1.1858064152775728e-74
386,0.9189919890483661,0.9189919890483661,2.8804205105788574e-74
249,0.9186675608504479,0.9186675608504479,4.05874704905038e-74
875,-0.9182590323574374,0.9182590323574374,6.238146577758459e-74
453,0.9180787861867784,0.9180787861867784,7.535347917127987e-74
1275,-0.9178276745507793,0.9178276745507793,9.797038811682863e-74
119,-0.9177733331990854,0.9177733331990854,1.0368478192093806e-73
535,-0.9167600172229038,0.9167600172229038,2.9629357213757467e-73
644,-0.9165363881664927,0.9165363881664927,3.7288627271818406e-73
455,-0.9165171050590972,0.9165171050590972,3.8034132679215505e-73
627,-0.9162066601424066,0.9162066601424066,5.227523897339273e-73
1164,-0.9149409505656597,0.9149409505656597,1.8877408418029308e-72
549,-0.9145769265084667,0.9145769265084667,2.7209219470866736e-72
1027,-0.9144133088853408,0.9144133088853408,3.205156637804614e-72
518,-0.9144079182155511,0.9144079182155511,3.222481561636149e-72
85,0.9141425147222128,0.9141425147222128,4.200154454400148e-72
948,-0.9132095601277683,0.9132095601277683,1.0588677740466139e-71
1212,0.9131468424621672,0.9131468424621672,1.1263545092411e-71
207,0.9128875910712422,0.9128875910712422,1.4533796668736311e-71
1174,-0.9126053263322169,0.9126053263322169,1.9165401224662506e-71
966,0.9125992218121294,0.9125992218121294,1.928020521999266e-71
57,0.9115161060321082,0.9115161060321082,5.524988749708851e-71
225,-0.9114627970657382,0.9114627970657382,5.816785491956811e-71
270,0.9107515393516308,0.9107515393516308,1.1522809577151401e-70
771,0.9104191689435497,0.9104191689435497,1.582842061680631e-70
470,-0.9102975969190237,0.9102975969190237,1.777198286537129e-70
436,-0.910071129650804,0.910071129650804,2.2041550511463314e-70
643,0.9099962405936503,0.9099962405936503,2.3665121331003962e-70
24,-0.9099952113669965,0.9099952113669965,2.368823800501022e-70
212,-0.9099742430471003,0.9099742430471003,2.416407706743526e-70
432,-0.9084049090400195,0.9084049090400195,1.0560742451220849e-69
362,-0.908242786545547,0.908242786545547,1.2280226311551596e-69
528,-0.9080692685308676,0.9080692685308676,1.4427409964191358e-69
1252,-0.9080573926681518,0.9080573926681518,1.458723493670935e-69
380,-0.9075036693561515,0.9075036693561515,2.434113916529549e-69
867,-0.9069364715090241,0.9069364715090241,4.098950359426154e-69
420,0.9066491635580639,0.9066491635580639,5.330467473644095e-69
986,-0.9062679064232402,0.9062679064232402,7.54391246442193e-69
46,-0.9062606532195474,0.9062606532195474,7.593812292629103e-69
448,0.906035219203914,0.906035219203914,9.318248841300864e-69
615,-0.9054418990438939,0.9054418990438939,1.5928472482303884e-68
601,0.9053754241585175,0.9053754241585175,1.6910845186732838e-68
277,0.9045425679131154,0.9045425679131154,3.5660302363707415e-68
269,-0.9044422561306006,0.9044422561306006,3.899507869716385e-68
872,0.904017191309504,0.904017191309504,5.6892101299689194e-68
981,0.9040141941410114,0.9040141941410114,5.704346907287371e-68
1199,0.9039660357521352,0.9039660357521352,5.953089569004243e-68
466,-0.9037850691125685,0.9037850691125685,6.98731279276998e-68
717,0.9037027751703773,0.9037027751703773,7.51450293599896e-68
726,-0.9034139056781257,0.9034139056781257,9.695345656381638e-68
19,-0.9032690909172898,0.9032690909172898,1.1013087928488463e-67
493,-0.90247488149487,0.90247488149487,2.2074805259264762e-67
1085,-0.9022656557716788,0.9022656557716788,2.648624801627664e-67
1271,-0.902151763915575,0.902151763915575,2.924261299863863e-67
205,0.9015820206924534,0.9015820206924534,4.7897391740377387e-67
131,0.9013336110615628,0.9013336110615628,5.9338376902871555e-67
689,0.9009721833878589,0.9009721833878589,8.09545661857449e-67
328,0.9008010754243347,0.9008010754243347,9.374053818725829e-67
438,0.900783247567909,0.900783247567909,9.518231511206821e-67
450,-0.9005199826209046,0.9005199826209046,1.1920602277862906e-66
1023,-0.8999545162972743,0.8999545162972743,1.92893275712924e-66
823,-0.8991567284681887,0.8991567284681887,3.7852723847316635e-66
695,0.8979924187678253,0.8979924187678253,1.0023507931334605e-65
616,-0.897891085844177,0.897891085844177,1.0904002075975816e-65
773,0.8977893163065549,0.8977893163065549,1.1865089841659913e-65
590,-0.8976966717877067,0.8976966717877067,1.281248052217078e-65
442,-0.8975092827823589,0.8975092827823589,1.4962913257969e-65
22,0.897299394369612,0.897299394369612,1.7796514309206448e-65
1188,-0.8966918236821453,0.8966918236821453,2.9339134359160725e-65
1222,0.8965004439211447,0.8965004439211447,3.432068315981142e-65
671,0.8957896842621457,0.8957896842621457,6.1282970646332644e-65
268,-0.8957586725775,0.8957586725775,6.284693671226284e-65
520,0.8956402170634783,0.8956402170634783,6.919208219693681e-65
371,0.8953595477855527,0.8953595477855527,8.68623669168699e-65
168,0.8951435553302778,0.8951435553302778,1.034318576986631e-64
1243,-0.8950883820015356,0.8950883820015356,1.0814239731948767e-64
669,-0.8947657000332434,0.8947657000332434,1.402492172617551e-64
830,-0.8947351206577776,0.8947351206577776,1.437410902375803e-64
964,-0.8942859492741871,0.8942859492741871,2.0610351502295276e-64
1176,0.8936689325723909,0.8936689325723909,3.3722972361679934e-64
1169,-0.8934901282576144,0.8934901282576144,3.887302459524922e-64
1070,0.8930181406237149,0.8930181406237149,5.650015033814666e-64
1014,-0.892390421611292,0.892390421611292,9.265315520735932e-64
764,-0.8923572691207149,0.8923572691207149,9.509731341393313e-64
434,0.8921615832953839,0.8921615832953839,1.1087656546331089e-63
1187,0.8921467520586058,0.8921467520586058,1.121728179035853e-63
449,0.8919461626207136,0.8919461626207136,1.3124616979681133e-63
1102,0.8919388681915886,0.8919388681915886,1.319970295817201e-63
892,0.8916091760661221,0.8916091760661221,1.707487318182877e-63
1075,-0.8907838376618912,0.8907838376618912,3.2407045487801725e-63
1025,-0.8901271118291514,0.8901271118291514,5.376222450408571e-63
273,-0.8900736186199675,0.8900736186199675,5.601732954910653e-63
393,0.8895475840475646,0.8895475840475646,8.381378426908034e-63
356,0.8889973730818262,0.8889973730818262,1.2746907895696802e-62
265,0.8886607248044966,0.8886607248044966,1.6456737345172564e-62
179,-0.8886199573071026,0.8886199573071026,1.6972819470673524e-62
160,-0.8879362147917892,0.8879362147917892,2.8437527801004878e-62
125,0.8876880125439441,0.8876880125439441,3.426849214132911e-62
175,0.8876774885503463,0.8876774885503463,3.4540242728964917e-62
324,0.887403574370119,0.887403574370119,4.241211481871128e-62
583,-0.8873490134105118,0.8873490134105118,4.417972514837485e-62
509,-0.8871911451153323,0.8871911451153323,4.971425435623155e-62
515,0.8868370539111139,0.8868370539111139,6.473998268140064e-62
1134,0.8859026994986561,0.8859026994986561,1.2941566911609834e-61
629,0.885865387996924,0.885865387996924,1.3302848892425771e-61
792,-0.8855975810475639,0.8855975810475639,1.620506348336862e-61
606,0.8855556520564252,0.8855556520564252,1.6712825012409647e-61
133,0.8852082363018428,0.8852082363018428,2.1571059608416857e-61
1215,-0.885120210214138,0.885120210214138,2.3008799889460275e-61
697,-0.8849329985749006,0.8849329985749006,2.6388540754836316e-61
517,0.8846703428177605,0.8846703428177605,3.19704862146065e-61
149,-0.8844180408932637,0.8844180408932637,3.8424442621911276e-61
1009,-0.8835283304704327,0.8835283304704327,7.323854908372306e-61
894,0.8833569984276908,0.8833569984276908,8.287479667578072e-61
530,-0.8830066374727509,0.8830066374727509,1.0664434092017966e-60
1077,0.8829801973117737,0.8829801973117737,1.0868965724015292e-60
408,-0.8829369007283518,0.8829369007283518,1.121228715899543e-60
988,0.8824346411794971,0.8824346411794971,1.606869817921011e-60
1140,0.882427065619197,0.882427065619197,1.615594960517826e-60
1040,0.8813707515885282,0.8813707515885282,3.425181627546951e-60
345,0.881348864474089,0.881348864474089,3.478666429358181e-60
246,0.8812654735653744,0.8812654735653744,3.6901082785280446e-60
347,-0.8811684224902495,0.8811684224902495,3.9522009703116354e-60
861,0.8810718329439037,0.8810718329439037,4.2312762198648673e-60
556,-0.8805680695720027,0.8805680695720027,6.033966767733945e-60
77,-0.8804286784835926,0.8804286784835926,6.654695249329835e-60
472,0.8801913820455659,0.8801913820455659,7.859598551900914e-60
749,0.8797103525314699,0.8797103525314699,1.1001099957685003e-59
1015,-0.8794314519041306,0.8794314519041306,1.336046117757283e-59
376,0.8786501510766157,0.8786501510766157,2.296711182333291e-59
395,-0.8786223938221244,0.8786223938221244,2.3411835691827143e-59
18,-0.8785245186818481,0.8785245186818481,2.5048888071326507e-59
325,-0.8783711263676153,0.8783711263676153,2.7844551000803743e-59
539,0.8778124722610808,0.8778124722610808,4.088583143562574e-59
761,0.8775187304268056,0.8775187304268056,4.9999556398611855e-59
463,-0.877190792217185,0.877190792217185,6.255591035953458e-59
578,0.8761617155884698,0.8761617155884698,1.2583590343174852e-58
1266,0.8758354841788498,0.8758354841788498,1.5684293063685869e-58
597,0.8758321376497545,0.8758321376497545,1.5719721516087475e-58
854,-0.8756056260348645,0.8756056260348645,1.8310661731045984e-58
584,-0.8750854516635221,0.8750854516635221,2.596428569913406e-58
398,-0.8748676071156274,0.8748676071156274,3.0039592229775176e-58
405,0.8743203599429479,0.8743203599429479,4.3274624259287035e-58
346,0.8735470595374819,0.8735470595374819,7.227707729721775e-58
71,0.8730424738976291,0.8730424738976291,1.0082542785169236e-57
943,0.871972902985687,0.871972902985687,2.0322691798447265e-57
291,0.8718839940126973,0.8718839940126973,2.1535867257011393e-57
983,0.8718369753194374,0.8718369753194374,2.220606335299593e-57
622,-0.8708282469102158,0.8708282469102158,4.273118481463843e-57
700,-0.8706675873162935,0.8706675873162935,4.7402386174064483e-57
59,-0.8704752270887239,0.8704752270887239,5.36619354102269e-57
1270,0.8704384590952626,0.8704384590952626,5.494808545351411e-57
78,-0.8703995303701991,0.8703995303701991,5.634298579411317e-57
117,-0.8696178202822176,0.8696178202822176,9.30507372638076e-57
368,0.8689845662691613,0.8689845662691613,1.3937723941334853e-56
889,0.8684570883816219,0.8684570883816219,1.9483049868574832e-56
76,-0.867872810038674,0.867872810038674,2.8187291426597474e-56
1136,-0.8673230099460181,0.8673230099460181,3.9837052973563923e-56
121,-0.8673175005678548,0.8673175005678548,3.9975071330449703e-56
177,-0.867070700428241,0.867070700428241,4.666662422874062e-56
101,0.8669627947056865,0.8669627947056865,4.992897731428065e-56
947,0.8667362601711464,0.8667362601711464,5.752782713630024e-56
462,0.8665009838759786,0.8665009838759786,6.662818782631328e-56
931,0.8661669500647212,0.8661669500647212,8.203543688132626e-56
753,0.8659411697636961,0.8659411697636961,9.43905735860559e-56
755,-0.8655243321563008,0.8655243321563008,1.2221429804320444e-55
579,-0.8654170819392327,0.8654170819392327,1.305954402046812e-55
162,0.8643246750849107,0.8643246750849107,2.5581605519679977e-55
565,-0.8642791283744296,0.8642791283744296,2.630553444814848e-55
446,0.8641152049231589,0.8641152049231589,2.908227923470674e-55
979,0.8637364003084362,0.8637364003084362,3.6654020459265174e-55
1172,0.8635628246237926,0.8635628246237926,4.0744462296328835e-55
227,0.863181842909807,0.863181842909807,5.1368423833155014e-55
906,0.8625638182015317,0.8625638182015317,7.469470974408715e-55
843,0.8612572012437552,0.8612572012437552,1.6385137366406943e-54
1242,0.861169448185562,0.861169448185562,1.726782601778727e-54
301,0.8610901629476926,0.8610901629476926,1.8105599363568185e-54
245,0.8602971361242333,0.8602971361242333,2.903437905910274e-54
885,0.8591863676948913,0.8591863676948913,5.598548208977465e-54
1095,0.8586248384057261,0.8586248384057261,7.785860841703897e-54
1057,0.857854528363934,0.857854528363934,1.2212095309211148e-53
682,-0.8576731992899156,0.8576731992899156,1.357185359793106e-53
915,-0.8573543599198592,0.8573543599198592,1.633442358041533e-53
844,0.8569438107482257,0.8569438107482257,2.0721706942769385e-53
833,0.8567804486650841,0.8567804486650841,2.277449456149778e-53
142,-0.8548219332201027,0.8548219332201027,7.003913270169495e-53
564,-0.8541458880643242,0.8541458880643242,1.0282313789289866e-52
724,0.8540014365583686,0.8540014365583686,1.1158643404975478e-52
198,-0.8536075657424096,0.8536075657424096,1.3940224804189721e-52
820,0.8529866305664309,0.8529866305664309,1.977319926166486e-52
338,0.8525570194096818,0.8525570194096818,2.5159401414533644e-52
572,-0.8523983150594034,0.8523983150594034,2.7495749236401854e-52
628,0.8517085924333426,0.8517085924333426,4.03965858199432e-52
793,-0.8512346053606035,0.8512346053606035,5.256211622988392e-52
404,-0.8511011605743773,0.8511011605743773,5.6596386068245316e-52
145,0.8508015598152447,0.8508015598152447,6.6800329029945066e-52
330,-0.8506803530463227,0.8506803530463227,7.142628523597856e-52
657,-0.8506742106897079,0.8506742106897079,7.166894771717119e-52
1059,0.8506158020295113,0.8506158020295113,7.401749388946319e-52
410,0.8505880174015953,0.8505880174015953,7.516117856376974e-52
1096,-0.850260381691722,0.850260381691722,9.003614821432576e-52
209,-0.8502365514293329,0.8502365514293329,9.122495054107439e-52
743,-0.8487312604100324,0.8487312604100324,2.0795350865003464e-51
774,0.8483388062384005,0.8483388062384005,2.5740952476542297e-51
1052,-0.8480678508467794,0.8480678508467794,2.981564425730974e-51
600,0.8479924073103794,0.8479924073103794,3.105929962935165e-51
1144,0.8479099071698546,0.8479099071698546,3.2477911639397717e-51
1034,-0.8476161477836743,0.8476161477836743,3.806798426471885e-51
298,-0.8472544792975556,0.8472544792975556,4.6267542083772667e-51
84,-0.8468170264610669,0.8468170264610669,5.85398452751552e-51
65,0.8459872855155267,0.8459872855155267,9.128044410392201e-51
1175,-0.8445775306704885,0.8445775306704885,1.9300460422530787e-50
1232,-0.8438647505185957,0.8438647505185957,2.8103246517901757e-50
1237,-0.8434363125290388,0.8434363125290388,3.5192744221514267e-50
214,0.8431308414813954,0.8431308414813954,4.1298148672217794e-50
290,-0.8425195572111608,0.8425195572111608,5.682222717960871e-50
659,-0.8423486714536926,0.8423486714536926,6.21090733293129e-50
1277,0.841562394935313,0.841562394935313,9.339829265754851e-50
1206,-0.8415613020381597,0.8415613020381597,9.34511270904833e-50
411,-0.8414672571358561,0.8414672571358561,9.810976739772593e-50
851,0.8408426218604618,0.8408426218604618,1.354226084819292e-49
